surname,surname_latin,n
Швидерик,Šviderik,1
Швинд,Švind,1
Швинд-Гаевская,Švind-Gaevskaâ,1
Шврцкоп,Švrckop,1
Швед,Šved,1
Швеглер,Švegler,1
Швебе,Švebe,1
Шведер,Šveder,1
Шведт,Švedt,1
Швебс,Švebs,1
Шверц,Šverc,1
Швейгер,Švejger,1
Швембергер,Švemberger,1
Швейгерт,Švejgert,1
Швейгель,Švejgelʹ,1
Швейгарт,Švejgart,1
Швемлер,Švemler,1
Швейниц,Švejnic,1
Швейт,Švejt,1
Швейцер-Гусева,Švejcer-Guseva,1
Швейцер-Зеифер,Švejcer-Zeifer,1
Швейфель,Švejfelʹ,1
Швендых,Švendyh,1
Швеньк,Švenʹk,1
Швецова-Лидер,Švecova-Lider,1
Шваб-Кунц,Švab-Kunc,1
Шваб-Фольмер,Švab-Folʹmer,1
Швагерус-Полякова,Švagerus-Polâkova,1
Швагерус-Соломатина,Švagerus-Solomatina,1
Швабеланд,Švabeland,1
Швабенланд,Švabenland,1
Швадтке,Švadtke,1
Шварц-Черненко,Švarc-Černenko,1
Шварцгоф,Švarcgof,1
Шварцконф,Švarckonf,1
Шварценберг,Švarcenberg,1
Шварценбергер,Švarcenberger,1
Швак,Švak,1
Швайгер,Švajger,1
Швайгер-Молчанов,Švajger-Molčanov,1
Швалле,Švalle,1
Швалева,Švaleva,1
Швальбенберг,Švalʹbenberg,1
Швальм,Švalʹm,1
Швандт,Švandt,1
Шванер,Švaner,1
Шваненберг,Švanenberg,1
Швахер,Švaher,1
Швыдкая,Švydkaâ,1
Шидловский,Šidlovskij,1
Шибе,Šibe,1
Шибельбеин,Šibelʹbein,1
Шивс-Клименко,Šivs-Klimenko,1
Шиба,Šiba,1
Шибакова,Šibakova,1
Шивы,Šivy,1
Ширина,Širina,1
Шипельпайн,Šipelʹpajn,1
Ширенберг,Širenberg,1
Шира,Šira,1
Шиминг,Šiming,1
Шилицер,Šilicer,1
Шилковский,Šilkovskij,1
Шилле,Šille,1
Шилке,Šilke,1
Шимкевич,Šimkevič,1
Шимкус,Šimkus,1
Шимов,Šimov,1
Шиле,Šile,1
Шикеданц,Šikedanc,1
Шиманкевич,Šimankevič,1
Шиманская-Глазер,Šimanskaâ-Glazer,1
Шиманская-Печко,Šimanskaâ-Pečko,1
Шильд,Šilʹd,1
Шильде,Šilʹde,1
Шильдер,Šilʹder,1
Шильберт,Šilʹbert,1
Шильгави,Šilʹgavi,1
Шильковский,Šilʹkovskij,1
Шильман,Šilʹman,1
Шильский,Šilʹskij,1
Шиндель,Šindelʹ,1
Шиндель-Шербинина,Šindelʹ-Šerbinina,1
Шинген,Šingen,1
Шинеман,Šineman,1
Шиеклер,Šiekler,1
Шифке,Šifke,1
Шихов,Šihov,1
Шифердеккер,Šiferdekker,1
Шишкова,Šiškova,1
Шпипльман,Špiplʹman,1
Шриккель,Šrikkelʹ,1
Шпикер,Špiker,1
Шпильберг,Špilʹberg,1
Шпинглер,Špingler,1
Шпинк,Špink,1
Шпинтлер,Špintler,1
Шписке,Špiske,1
Шпитель-Шпахер,Špitelʹ-Špaher,1
Шписс,Špiss,1
Шритт,Šritt,1
Шпитцер,Špitcer,1
Шпиц,Špic,1
Шпицер,Špicer,1
Шпринг,Špring,1
Шпронгель,Šprongelʹ,1
Шпренгель,Šprengelʹ,1
Шпрунг,Šprung,1
Шплецер,Šplecer,1
Шропп,Šropp,1
Шпольвинд,Špolʹvind,1
Шроо,Šroo,1
Шпошер,Špošer,1
Шредер-Арбатская,Šreder-Arbatskaâ,1
Шреидер,Šreider,1
Шпербер,Šperber,1
Шперл,Šperl,1
Шпек,Špek,1
Шрейбер-Нестеров,Šrejber-Nesterov,1
Шрейбер-Альтман,Šrejber-Alʹtman,1
Шрейбер-Яковлева,Šrejber-Âkovleva,1
Шпейдт,Špejdt,1
Шрейне,Šrejne,1
Шрейтель,Šrejtelʹ,1
Шпенглер-Чечевицына,Špengler-Čečevicyna,1
Шпеннеман,Špenneman,1
Шпенет,Špenet,1
Шреер,Šreer,1
Шпетель-Шпахер,Špetelʹ-Špaher,1
Шпулинг,Špuling,1
Шпулингер,Špulinger,1
Шрадер,Šrader,1
Шрарк,Šrark,1
Шрайдер,Šrajder,1
Шрайбер-Гусенко,Šrajber-Gusenko,1
Шрайбер-Соболева,Šrajber-Soboleva,1
Шрайберг,Šrajberg,1
Шпайдель,Špajdelʹ,1
Шранбер,Šranber,1
Шпангель,Špangelʹ,1
Шпангенбергер,Špangenberger,1
Шранк,Šrank,1
Шпанко,Španko,1
Шпанагель-Шобохова,Španagelʹ-Šobohova,1
Шраер,Šraer,1
Шраер-Шрайнер,Šraer-Šrajner,1
Шпатенко,Špatenko,1
Шлягер,Šlâger,1
Шляйнинг,Šlâjning,1
Шляйхер,Šlâjher,1
Шляхтер,Šlâhter,1
Шмидгаль,Šmidgalʹ,1
Шлидт,Šlidt,1
Шмидт-Чиркова,Šmidt-Čirkova,1
Шмидт-Бракон,Šmidt-Brakon,1
Шмидт-Волощенко,Šmidt-Voloŝenko,1
Шмидт-Зиберт,Šmidt-Zibert,1
Шмидт-Ковалева,Šmidt-Kovaleva,1
Шмидт-Нефедова,Šmidt-Nefedova,1
Шмидт-Эйхлер,Šmidt-Éjhler,1
Шмидтбергер,Šmidtberger,1
Шмидтгейслер,Šmidtgejsler,1
Шлипенбах,Šlipenbah,1
Шлипс,Šlips,1
Шмик-Вернер,Šmik-Verner,1
Шмик-Этцель,Šmik-Étcelʹ,1
Шмикк,Šmikk,1
Шлитер,Šliter,1
Шмисс,Šmiss,1
Шмицдорф,Šmicdorf,1
Шмихель,Šmihelʹ,1
Шлихенмаер,Šlihenmaer,1
Шлихтен,Šlihten,1
Шлодгауэр,Šlodgauér,1
Шмор,Šmor,1
Шморель,Šmorelʹ,1
Школа,Škola,1
Шмонина,Šmonina,1
Шмоор,Šmoor,1
Шмонов,Šmonov,1
Шлотгауер,Šlotgauer,1
Шлоссер,Šlosser,1
Шлезингер,Šlezinger,1
Шлезе,Šleze,1
Шкерст,Škerst,1
Шлейдевиц,Šlejdevic,1
Шлейзенгер,Šlejzenger,1
Шлейс,Šlejs,1
Шлейц,Šlejc,1
Шмеман,Šmeman,1
Шмельц,Šmelʹc,1
Шменир,Šmenir,1
Шленкер,Šlenker,1
Шленфогт,Šlenfogt,1
Шлетгавер,Šletgaver,1
Шлефель,Šlefelʹ,1
Шлупп,Šlupp,1
Шлак,Šlak,1
Шмайке,Šmajke,1
Шмаков,Šmakov,1
Шмаль-Шмидт,Šmalʹ-Šmidt,1
Шмальцэль,Šmalʹcélʹ,1
Шлаер,Šlaer,1
Шлатгауер,Šlatgauer,1
Шлахт,Šlaht,1
Шлахта,Šlahta,1
Шмюкле,Šmûkle,1
Шлюндт,Šlûndt,1
Шлюндт-Ребяга,Šlûndt-Rebâga,1
Шмырева,Šmyreva,1
Шобер,Šober,1
Шобстадт,Šobstadt,1
Шницер,Šnicer,1
Шор,Šor,1
Шопинская,Šopinskaâ,1
Шопп,Šopp,1
Шорк,Šork,1
Шоруман,Šoruman,1
Шомбахер,Šombaher,1
Шолл,Šoll,1
Шокк,Šokk,1
Шойнеманн,Šojnemann,1
Шолохова,Šolohova,1
Шолохова-Генрихс,Šolohova-Genrihs,1
Шоль-Прейфер,Šolʹ-Prejfer,1
Шонерт,Šonert,1
Шоот,Šoot,1
Шнеберг,Šneberg,1
Шнерр,Šnerr,1
Шнепф,Šnepf,1
Шнейдратус,Šnejdratus,1
Шнейдер-Ленц,Šnejder-Lenc,1
Шнейдер-Николаенко,Šnejder-Nikolaenko,1
Шнейдерман,Šnejderman,1
Шнейдерейт,Šnejderejt,1
Шнейбах,Šnejbah,1
Шнели,Šneli,1
Шнее,Šnee,1
Шот,Šot,1
Шотер,Šoter,1
Шотт-Дитрих,Šott-Ditrih,1
Шотт-Баум,Šott-Baum,1
Шотт-Жилинская,Šott-Žilinskaâ,1
Шостко,Šostko,1
Шотте,Šotte,1
Шоуба,Šouba,1
Шнабель,Šnabelʹ,1
Шнаре,Šnare,1
Шнаперман,Šnaperman,1
Шнайд,Šnajd,1
Шнайдер-Дорн,Šnajder-Dorn,1
Шнайдер-Зиберт,Šnajder-Zibert,1
Шнайдер-Шарова,Šnajder-Šarova,1
Шналь,Šnalʹ,1
Шедловский,Šedlovskij,1
Шевердяев,Ševerdâev,1
Шебельбайн,Šebelʹbajn,1
Шева,Ševa,1
Шевалье-Назаренко,Ševalʹe-Nazarenko,1
Шервинский,Šervinskij,1
Шергер,Šerger,1
Шерберг,Šerberg,1
Шерр,Šerr,1
Шермир,Šermir,1
Шермер-Ушкова,Šermer-Uškova,1
Шермель,Šermelʹ,1
Шермахер,Šermaher,1
Шек-Сухинина,Šek-Suhinina,1
Шейблер,Šejbler,1
Шейдман,Šejdman,1
Шейдер,Šejder,1
Шемберг-Одинокова,Šemberg-Odinokova,1
Шембергер,Šemberger,1
Шейдеман,Šejdeman,1
Шейдель,Šejdelʹ,1
Шейвс,Šejvs,1
Шейгальц,Šejgalʹc,1
Шейрер,Šejrer,1
Шеллинг,Šelling,1
Шеймок,Šejmok,1
Шелле,Šelle,1
Шелленберг,Šellenberg,1
Шеймаер,Šejmaer,1
Шекн,Šekn,1
Шейнгоф,Šejngof,1
Шейнгейтер,Šejngejter,1
Шейниман,Šejniman,1
Шейнина-Кокорева,Šejnina-Kokoreva,1
Шейних,Šejnih,1
Шейнмайер,Šejnmajer,1
Шейнок,Šejnok,1
Шейнеман,Šejneman,1
Шейнфельд,Šejnfelʹd,1
Шейерман-Горр,Šejerman-Gorr,1
Шейерман-Карнаухова,Šejerman-Karnauhova,1
Шекеро,Šekero,1
Шелерт,Šelert,1
Шелемберг,Šelemberg,1
Шеленберг-Гельмель,Šelenberg-Gelʹmelʹ,1
Шеленберг-Гельман,Šelenberg-Gelʹman,1
Шелещиков,Šeleŝikov,1
Шейфле,Šejfle,1
Шейфер-Ленешмидт-Грауберг,Šejfer-Lenešmidt-Grauberg,1
Шейфеле,Šejfele,1
Шельдорф,Šelʹdorf,1
Шельский,Šelʹskij,1
Шенгольц,Šengolʹc,1
Шенгоф,Šengof,1
Шендегер,Šendeger,1
Шенбек,Šenbek,1
Шенгель,Šengelʹ,1
Шенгайдер,Šengajder,1
Шенгаль,Šengalʹ,1
Шенинг,Šening,1
Шенрок,Šenrok,1
Шенкер,Šenker,1
Шене,Šene,1
Шенерт,Šenert,1
Шенейх,Šenejh,1
Шенфер,Šenfer,1
Шенфельд-Шатц,Šenfelʹd-Šatc,1
Шенауэр,Šenauér,1
Шестопалова,Šestopalova,1
Шестаков,Šestakov,1
Шетцель,Šetcelʹ,1
Шефлер,Šefler,1
Шефер-Ваганова,Šefer-Vaganova,1
Шефер-Бастик,Šefer-Bastik,1
Шефер-Быкова,Šefer-Bykova,1
Шефер-Киселева,Šefer-Kiseleva,1
Шефер-Шмидт,Šefer-Šmidt,1
Шефеле,Šefele,1
Шеффинг,Šeffing,1
Шеффер-Вощинина,Šeffer-Voŝinina,1
Шеффер-Галкина,Šeffer-Galkina,1
Шеффер-Пытель,Šeffer-Pytelʹ,1
Шеффель,Šeffelʹ,1
Шеффельд,Šeffelʹd,1
Штиясни,Štiâsni,1
Штибин,Štibin,1
Штивих,Štivih,1
Штир,Štir,1
Штилле,Štille,1
Штиккер,Štikker,1
Штикель,Štikelʹ,1
Штильмарк,Štilʹmark,1
Штиф,Štif,1
Штифель,Štifelʹ,1
Штиэр,Štiér,1
Штримблевский,Štrimblevskij,1
Штримблевская,Štrimblevskaâ,1
Штрикер,Štriker,1
Штритер,Štriter,1
Штрицель,Štricelʹ,1
Штромайер,Štromajer,1
Штроо,Štroo,1
Штрегер,Štreger,1
Штрез-Шеф,Štrez-Šef,1
Штрем,Štrem,1
Штреляу,Štrelâu,1
Штрембрес,Štrembres,1
Штрембергер,Štremberger,1
Штрейзман,Štrejzman,1
Штреймель,Štrejmelʹ,1
Штрекер,Štreker,1
Штрекель,Štrekelʹ,1
Штрейтенберг,Štrejtenberg,1
Штрейтенбекер,Štrejtenbeker,1
Штрель-Власова,Štrelʹ-Vlasova,1
Штрубе,Štrube,1
Штрубэ,Štrubé,1
Штрабель,Štrabelʹ,1
Штраик,Štraik,1
Штрайх,Štrajh,1
Штранс,Štrans,1
Штрасбург,Štrasburg,1
Штрауп,Štraup,1
Штрауп-Михель,Štraup-Mihelʹ,1
Штраухман,Štrauhman,1
Штобе,Štobe,1
Штоппе,Štoppe,1
Шторм,Štorm,1
Шторк,Štork,1
Шторклер,Štorkler,1
Штолб,Štolb,1
Штоллер,Štoller,1
Штокмар,Štokmar,1
Штольде,Štolʹde,1
Штольп,Štolʹp,1
Штоц,Štoc,1
Штофаст,Štofast,1
Штединг,Šteding,1
Штеблер,Štebler,1
Штегат,Štegat,1
Штеир,Šteir,1
Штеинпресс,Šteinpress,1
Штеинмиллер,Šteinmiller,1
Штер,Šter,1
Штерклов,Šterklov,1
Штерман,Šterman,1
Штерн-Иордан,Štern-Iordan,1
Штернберг,Šternberg,1
Штек,Štek,1
Штейдле,Štejdle,1
Штейгервальд,Štejgervalʹd,1
Штейгерт,Štejgert,1
Штели,Šteli,1
Штемпель,Štempelʹ,1
Штеклер,Štekler,1
Штейман,Štejman,1
Штемман,Štemman,1
Штейн-Воробьева,Štejn-Vorobʹeva,1
Штейн-Куннман,Štejn-Kunnman,1
Штейнбринг,Štejnbring,1
Штейнбрехт,Štejnbreht,1
Штейнбрюк,Štejnbrûk,1
Штейнборм,Štejnborm,1
Штейнгольц,Štejngolʹc,1
Штейнвонд-Назарова,Štejnvond-Nazarova,1
Штейнбергер,Štejnberger,1
Штейнгаук,Štejngauk,1
Штейнгауер,Štejngauer,1
Штейник,Štejnik,1
Штейниц,Štejnic,1
Штейнрис,Štejnris,1
Штейнле-Сапожникова,Štejnle-Sapožnikova,1
Штейнфиш,Štejnfiš,1
Штейнардт,Štejnardt,1
Штельцих,Štelʹcih,1
Штельцих-Кокко,Štelʹcih-Kokko,1
Штельцер,Štelʹcer,1
Штенглер,Štengler,1
Штенберк,Štenberk,1
Штенгаузер,Štengauzer,1
Штенк,Štenk,1
Штенке-Штейнк,Štenke-Štejnk,1
Штенкель,Štenkelʹ,1
Штенске,Štenske,1
Штенфельд,Štenfelʹd,1
Штетин,Štetin,1
Штеттейнгер,Štettejnger,1
Штессель,Štesselʹ,1
Штехман,Štehman,1
Штефен,Štefen,1
Штеффен,Šteffen,1
Штумп,Štump,1
Штултер,Štulter,1
Штумф,Štumf,1
Штутц,Štutc,1
Штабенау,Štabenau,1
Штардт,Štardt,1
Штаппер-Дурасова,Štapper-Durasova,1
Штарлингер,Štarlinger,1
Штарклова,Štarklova,1
Штарклеф,Štarklef,1
Штапель,Štapelʹ,1
Штайгин,Štajgin,1
Штайдель,Štajdelʹ,1
Шталинскии,Štalinskii,1
Шталинская,Štalinskaâ,1
Шталинская-Бек-Классен,Štalinskaâ-Bek-Klassen,1
Штамм-Штанге,Štamm-Štange,1
Штайкман,Štajkman,1
Штайнбрейгер,Štajnbrejger,1
Штайнбрехер,Štajnbreher,1
Штайнгольд,Štajngolʹd,1
Штайнбарт,Štajnbart,1
Штайнгауер,Štajngauer,1
Штайнер-Баженова,Štajner-Baženova,1
Штайнько,Štajnʹko,1
Штакельберг,Štakelʹberg,1
Штайф,Štajf,1
Штальдекер,Štalʹdeker,1
Штальбаум,Štalʹbaum,1
Штанбрейс,Štanbrejs,1
Штангль,Štanglʹ,1
Штаервальд,Štaervalʹd,1
Штаубер,Štauber,1
Штаудаккер,Štaudakker,1
Штыбин,Štybin,1
Штыбнер,Štybner,1
Штырь,Štyrʹ,1
Штык,Štyk,1
Штэрн,Štérn,1
Штэле,Štéle,1
Шубик,Šubik,1
Шубина,Šubina,1
Шубина-Гейнц,Šubina-Gejnc,1
Шубе,Šube,1
Шугар,Šugar,1
Шупе,Šupe,1
Шуляк,Šulâk,1
Шумилкина,Šumilkina,1
Шуликов,Šulikov,1
Шулинус,Šulinus,1
Шуммер,Šummer,1
Шумовскии,Šumovskii,1
Шуле,Šule,1
Шумер,Šumer,1
Шумский,Šumskij,1
Шулыд,Šulyd,1
Шульман,Šulʹman,1
Шультейс,Šulʹtejs,1
Шультц,Šulʹtc,1
Шульц-Перфилова,Šulʹc-Perfilova,1
Шульц-Сельскова,Šulʹc-Selʹskova,1
Шульц-Шумахер,Šulʹc-Šumaher,1
Шульцест,Šulʹcest,1
Шутяев,Šutâev,1
Шутикова,Šutikova,1
Шуттенбах,Šuttenbah,1
Шаб,Šab,1
Шадрин,Šadrin,1
Шаде,Šade,1
Шадт-Сахманова,Šadt-Sahmanova,1
Шадт-Фукс,Šadt-Fuks,1
Шавабауэр,Šavabauér,1
Шабаева,Šabaeva,1
Шаваева,Šavaeva,1
Шапчанская-Ванке,Šapčanskaâ-Vanke,1
Шардт-Симонова,Šardt-Simonova,1
Шапп,Šapp,1
Шарпинг,Šarping,1
Шартон,Šarton,1
Шартнер,Šartner,1
Шарфэ,Šarfé,1
Шарапова,Šarapova,1
Шараметова,Šarametova,1
Шай,Šaj,1
Шак,Šak,1
Шайд,Šajd,1
Шайбе,Šajbe,1
Шамбер-Мосман,Šamber-Mosman,1
Шамберг,Šamberg,1
Шайдеман,Šajdeman,1
Шайдеманн,Šajdemann,1
Шайдт-Гоман,Šajdt-Goman,1
Шайкова,Šajkova,1
Шамей,Šamej,1
Шакурский,Šakurskij,1
Шайфер,Šajfer,1
Шайфеле,Šajfele,1
Шальм,Šalʹm,1
Шальмиева,Šalʹmieva,1
Шандр,Šandr,1
Шат,Šat,1
Шаталина,Šatalina,1
Шатауэр,Šatauér,1
Шатшнайдер,Šatšnajder,1
Шафрик,Šafrik,1
Шафранек,Šafranek,1
Шафорост,Šaforost,1
Шахнер,Šahner,1
Шахер,Šaher,1
Шахт-Вайганд,Šaht-Vajgand,1
Шаффер,Šaffer,1
Шахшнейдер,Šahšnejder,1
Шауэрман,Šauérman,1
Шаад,Šaad,1
Шаша,Šaša,1
Шюлле,Šûlle,1
Шюхель,Šûhelʹ,1
Ячевский,Âčevskij,1
Яворский,Âvorskij,1
Ягнов,Âgnov,1
Ягнова,Âgnova,1
Ягер,Âger,1
Ябс-Ветрова,Âbs-Vetrova,1
Ябс-Якушева,Âbs-Âkuševa,1
Яр,Âr,1
Яроцкая,Ârockaâ,1
Якир,Âkir,1
Якимов,Âkimov,1
Ямпольская,Âmpolʹskaâ,1
Якоб-Овчинникова,Âkob-Ovčinnikova,1
Якоб-Юртайкина,Âkob-Ûrtajkina,1
Якоби-Фольгардт,Âkobi-Folʹgardt,1
Якобий,Âkobij,1
Якобс,Âkobs,1
Якубяк,Âkubâk,1
Якуббо,Âkubbo,1
Якуби,Âkubi,1
Якубовская-Бабешкина,Âkubovskaâ-Babeškina,1
Янберг,Ânberg,1
Янгула-Солдаева,Ângula-Soldaeva,1
Янзен,Ânzen,1
Янковская,Ânkovskaâ,1
Янова,Ânova,1
Янсен,Ânsen,1
Януен,Ânuen,1
Янцен-Элькина,Âncen-Élʹkina,1
Янус,Ânus,1
Ястребова,Âstrebova,1
Яссан,Âssan,1
Яук,Âuk,1
Яхлевский,Âhlevskij,1
Яценко,Âcenko,1
Яшковский,Âškovskij,1
Юдина,Ûdina,1
Юзман,Ûzman,1
Юзун,Ûzun,1
Южанина,Ûžanina,1
Юрвецон,Ûrvecon,1
Юрзин,Ûrzin,1
Юрзина-Аравина,Ûrzina-Aravina,1
Юрзина-Эйхлер,Ûrzina-Éjhler,1
Юрих,Ûrih,1
Юркевич,Ûrkevič,1
Юрок,Ûrok,1
Юрашек,Ûrašek,1
Юкеман,Ûkeman,1
Юнгблюд,Ûngblûd,1
Юнглинг,Ûngling,1
Юнгкинд,Ûngkind,1
Юнгмейстер,Ûngmejster,1
Юндт,Ûndt,1
Юнкинд,Ûnkind,1
Юнейман,Ûnejman,1
Юнц,Ûnc,1
Юстус-Вольмер,Ûstus-Volʹmer,1
Юстус-Гольштейн,Ûstus-Golʹštejn,1
Юстус-Лисина,Ûstus-Lisina,1
Юц,Ûc,1
Юшкевич,Ûškevič,1
Щербинина-Шиндель,Ŝerbinina-Šindelʹ,1
Щербаков,Ŝerbakov,1
Щербакова,Ŝerbakova,1
Щепик,Ŝepik,1
Щефер,Ŝefer,1
Щурова,Ŝurova,1
Щукина,Ŝukina,1
Щука,Ŝuka,1
Щульц,Ŝulʹc,1
Щауберт-Дрыганова,Ŝaubert-Dryganova,1
Эдде,Édde,1
Эго,Égo,1
Эгоф,Égof,1
Эде,Éde,1
Эбервейн,Ébervejn,1
Эберлинг,Éberling,1
Эдерле-Мартын,Éderle-Martyn,1
Эберлейн,Éberlejn,1
Эгерман,Égerman,1
Эберенц-Рихтер,Éberenc-Rihter,1
Эгерт,Égert,1
Эвертс,Éverts,1
Эбель-Полякова,Ébelʹ-Polâkova,1
Эдельберг,Édelʹberg,1
Эдельман,Édelʹman,1
Эбенгер,Ébenger,1
Эбенгерт,Ébengert,1
Эвальдт,Évalʹdt,1
Эбауер,Ébauer,1
Эдэ,Édé,1
Эрдгарт,Érdgart,1
Эрдлей,Érdlej,1
Эрдман-Карпачёва,Érdman-Karpačëva,1
Эрберг,Érberg,1
Эргардт-Сидорова,Érgardt-Sidorova,1
